"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"18","福井県","18201","福井市","182010071001","江守の里一丁目","36.030781","136.182588","0","3"
"18","福井県","18201","福井市","182010071002","江守の里二丁目","36.027447","136.180632","0","3"
"18","福井県","18201","福井市","182010072001","円山一丁目","36.071145","136.245785","0","3"
"18","福井県","18201","福井市","182010073000","円成寺町","36.019011","136.254672","0","1"
"18","福井県","18201","福井市","182010074000","大窪町","36.137694","136.079945","0","1"
"18","福井県","18201","福井市","182010075000","大久保町","36.025502","136.348832","0","1"
"18","福井県","18201","福井市","182010076000","大島町","36.030646","136.208729","0","1"
"18","福井県","18201","福井市","182010077000","大瀬町","36.072259","136.183843","0","1"
"18","福井県","18201","福井市","182010078000","太田町","36.009538","136.231797","0","1"
"18","福井県","18201","福井市","182010079000","大谷町","36.130461","136.133515","0","1"
"18","福井県","18201","福井市","182010080001","大手一丁目","36.065828","136.227056","0","3"
"18","福井県","18201","福井市","182010080002","大手二丁目","36.064506","136.224573","0","3"
"18","福井県","18201","福井市","182010080003","大手三丁目","36.0649","136.219363","0","3"
"18","福井県","18201","福井市","182010081000","大年町","36.111849","136.151201","0","1"
"18","福井県","18201","福井市","182010082000","大土呂町","36.013284","136.211527","0","1"
"18","福井県","18201","福井市","182010083000","大町","36.032047","136.220479","0","1"
"18","福井県","18201","福井市","182010084001","大町一丁目","36.035914","136.219276","0","3"
"18","福井県","18201","福井市","182010084002","大町二丁目","36.03517","136.221711","0","3"
"18","福井県","18201","福井市","182010085000","大味町","36.049778","136.021213","0","1"
"18","福井県","18201","福井市","182010086001","大宮一丁目","36.082838","136.225446","0","3"
"18","福井県","18201","福井市","182010086002","大宮二丁目","36.081989","136.219666","0","3"
"18","福井県","18201","福井市","182010086003","大宮三丁目","36.08151","136.212427","0","3"
"18","福井県","18201","福井市","182010086004","大宮四丁目","36.081368","136.207602","0","3"
"18","福井県","18201","福井市","182010086005","大宮五丁目","36.080903","136.204177","0","3"
"18","福井県","18201","福井市","182010086006","大宮六丁目","36.080337","136.19973","0","3"
"18","福井県","18201","福井市","182010087000","大宮町","36.002537","136.414722","0","1"
"18","福井県","18201","福井市","182010088000","大村町","35.997459","136.244363","0","1"
"18","福井県","18201","福井市","182010089000","大森町","36.024538","136.126373","0","1"
"18","福井県","18201","福井市","182010090000","大矢町","36.03106","136.047583","0","1"
"18","福井県","18201","福井市","182010091001","大和田一丁目","36.09203","136.248464","0","3"
"18","福井県","18201","福井市","182010091002","大和田二丁目","36.09696","136.250196","0","3"
"18","福井県","18201","福井市","182010092000","大和田町","36.096373","136.25609","0","1"
"18","福井県","18201","福井市","182010093000","岡西谷町","36.03774","136.275395","0","1"
"18","福井県","18201","福井市","182010094000","奥平町","36.079924","136.098091","0","1"
"18","福井県","18201","福井市","182010095000","恐神町","36.071407","136.161766","0","1"
"18","福井県","18201","福井市","182010096000","小当見町","35.963296","136.404146","0","1"
"18","福井県","18201","福井市","182010097000","大丹生町","36.069714","136.041394","0","1"
"18","福井県","18201","福井市","182010098000","大畑町","36.050044","136.284234","0","1"
"18","福井県","18201","福井市","182010099000","小羽町","36.032069","136.14113","0","1"
"18","福井県","18201","福井市","182010100000","小山谷町","36.054685","136.196906","0","1"
"18","福井県","18201","福井市","182010101000","折立町","35.942782","136.341966","0","1"
"18","福井県","18201","福井市","182010102001","開発一丁目","36.076598","136.240879","0","3"
"18","福井県","18201","福井市","182010102002","開発二丁目","36.078433","136.241206","0","3"
"18","福井県","18201","福井市","182010102003","開発三丁目","36.080416","136.241652","0","3"
"18","福井県","18201","福井市","182010102004","開発四丁目","36.08286","136.237902","0","3"
"18","福井県","18201","福井市","182010102005","開発五丁目","36.086132","136.241781","0","3"
"18","福井県","18201","福井市","182010103000","開発町","36.08367","136.242884","0","1"
"18","福井県","18201","福井市","182010104000","柿谷町","36.08937","136.151278","0","1"
"18","福井県","18201","福井市","182010105001","学園一丁目","36.069807","136.201798","0","3"
"18","福井県","18201","福井市","182010105002","学園二丁目","36.06986","136.199052","0","3"
"18","福井県","18201","福井市","182010105003","学園三丁目","36.06955","136.196044","0","3"
"18","福井県","18201","福井市","182010106001","花月一丁目","36.069165","136.211369","0","3"
"18","福井県","18201","福井市","182010106002","花月二丁目","36.069315","136.209459","0","3"
"18","福井県","18201","福井市","182010106003","花月三丁目","36.069456","136.207635","0","3"
"18","福井県","18201","福井市","182010106004","花月四丁目","36.069574","136.205731","0","3"
"18","福井県","18201","福井市","182010106005","花月五丁目","36.069734","136.203853","0","3"
"18","福井県","18201","福井市","182010107000","篭谷町","36.026754","136.388178","0","1"
"18","福井県","18201","福井市","182010108000","風尾町","36.036412","136.045414","0","1"
"18","福井県","18201","福井市","182010109000","風巻町","36.027481","136.142542","0","1"
"18","福井県","18201","福井市","182010110000","主計中町","36.00084","136.206561","0","1"
"18","福井県","18201","福井市","182010111001","春日一丁目","36.05351","136.219907","0","3"
"18","福井県","18201","福井市","182010111002","春日二丁目","36.05155","136.219313","0","3"
"18","福井県","18201","福井市","182010111003","春日三丁目","36.050942","136.22448","0","3"
"18","福井県","18201","福井市","182010112000","春日町","36.050202","136.219722","0","1"
"18","福井県","18201","福井市","182010113000","片粕町","36.049166","136.164162","0","1"
"18","福井県","18201","福井市","182010114000","片山町","36.025293","136.166402","0","1"
"18","福井県","18201","福井市","182010115001","勝見一丁目","36.055361","136.224959","0","3"
"18","福井県","18201","福井市","182010115002","勝見二丁目","36.055296","136.22873","0","3"
"18","福井県","18201","福井市","182010115003","勝見三丁目","36.053209","136.232745","0","3"
"18","福井県","18201","福井市","182010116000","鹿俣町","35.983613","136.279618","0","1"
"18","福井県","18201","福井市","182010117000","金屋町","36.074677","136.168265","0","1"
"18","福井県","18201","福井市","182010118000","上莇生田町","36.023678","136.233364","0","1"
"18","福井県","18201","福井市","182010119000","上一光町","36.064588","136.09382","0","1"
"18","福井県","18201","福井市","182010120000","上江尻町","35.99149","136.190058","0","1"
"18","福井県","18201","福井市","182010121001","上北野一丁目","36.061821","136.250516","0","3"
"18","福井県","18201","福井市","182010121002","上北野二丁目","36.059136","136.249455","0","3"
"18","福井県","18201","福井市","182010122000","上河北町","36.015791","136.233598","0","1"
"18","福井県","18201","福井市","182010123000","上天下町","36.036982","136.134959","0","1"
"18","福井県","18201","福井市","182010124000","上東郷町","36.013368","136.258596","0","1"
"18","福井県","18201","福井市","182010125000","上中町","36.083263","136.268757","0","1"
"18","福井県","18201","福井市","182010126000","上毘沙門町","36.019494","136.278498","0","1"
"18","福井県","18201","福井市","182010127000","上細江町","36.01578","136.247411","0","1"
"18","福井県","18201","福井市","182010128001","上森田一丁目","36.113589","136.226528","0","3"
"18","福井県","18201","福井市","182010128002","上森田二丁目","36.112757","136.229781","0","3"
"18","福井県","18201","福井市","182010128003","上森田三丁目","36.111849","136.231945","0","3"
"18","福井県","18201","福井市","182010128004","上森田四丁目","36.111773","136.233991","0","3"
"18","福井県","18201","福井市","182010128005","上森田五丁目","36.108788","136.235041","0","3"
"18","福井県","18201","福井市","182010129000","上森田町","36.114112","136.23365","0","1"
"18","福井県","18201","福井市","182010130000","上六条町","36.026756","136.246625","0","1"
"18","福井県","18201","福井市","182010131000","加茂内町","36.019024","136.111126","0","1"
"18","福井県","18201","福井市","182010132001","加茂河原一丁目","36.061044","136.196356","0","3"
"18","福井県","18201","福井市","182010132002","加茂河原二丁目","36.061913","136.194261","0","3"
"18","福井県","18201","福井市","182010132003","加茂河原三丁目","36.063043","136.191893","0","3"
"18","福井県","18201","福井市","182010132004","加茂河原四丁目","36.05941","136.19328","0","3"
"18","福井県","18201","福井市","182010133000","加茂河原町","36.05562","136.193589","0","1"
"18","福井県","18201","福井市","182010134000","加茂町","36.020598","136.116095","0","1"
"18","福井県","18201","福井市","182010135000","加茂緑苑町","36.05366","136.192013","0","1"
"18","福井県","18201","福井市","182010136000","河合勝見町","36.110642","136.198015","0","1"
"18","福井県","18201","福井市","182010137000","河合寄安町","36.12029","136.250314","0","1"
"18","福井県","18201","福井市","182010138000","川合鷲塚町","36.117762","136.204864","0","1"
"18","福井県","18201","福井市","182010139000","川尻町","36.123647","136.090785","0","1"
"18","福井県","18201","福井市","182010140000","神当部町","35.957277","136.439129","0","1"
"18","福井県","18201","福井市","182010141000","岸水町","36.114214","136.169757","0","1"
"18","福井県","18201","福井市","182010142001","木田一丁目","36.048168","136.223391","0","3"
"18","福井県","18201","福井市","182010142002","木田二丁目","36.046082","136.22423","0","3"
"18","福井県","18201","福井市","182010142003","木田三丁目","36.042501","136.224861","0","3"
"18","福井県","18201","福井市","182010143000","北今泉町","36.071099","136.25838","0","1"
"18","福井県","18201","福井市","182010144000","北菅生町","36.106634","136.052125","0","1"
"18","福井県","18201","福井市","182010145000","木田町","36.046657","136.219949","0","1"
"18","福井県","18201","福井市","182010146000","北楢原町","36.101562","136.174885","0","1"
"18","福井県","18201","福井市","182010147000","北野上町","36.099745","136.276146","0","1"
"18","福井県","18201","福井市","182010148000","北野下町","36.100879","136.264087","0","1"
"18","福井県","18201","福井市","182010149000","北堀町","36.070501","136.156406","0","1"
"18","福井県","18201","福井市","182010150000","北山新保町","36.00341","136.25155","0","1"
"18","福井県","18201","福井市","182010151000","北山町","35.999157","136.239996","0","1"
"18","福井県","18201","福井市","182010152001","北四ツ居一丁目","36.064496","136.245217","0","3"
"18","福井県","18201","福井市","182010152002","北四ツ居二丁目","36.066274","136.24524","0","3"
"18","福井県","18201","福井市","182010152003","北四ツ居三丁目","36.068306","136.2454","0","3"
"18","福井県","18201","福井市","182010153000","北四ツ居町","36.070541","136.248585","3","1"
"18","福井県","18201","福井市","182010154001","狐橋一丁目","36.058941","136.179885","0","3"
"18","福井県","18201","福井市","182010154002","狐橋二丁目","36.060259","136.179105","0","3"
"18","福井県","18201","福井市","182010155000","城戸ノ内町","36.000745","136.296261","0","1"
"18","福井県","18201","福井市","182010156000","木下町","36.149248","136.126404","0","1"
"18","福井県","18201","福井市","182010157001","経栄一丁目","36.088316","136.224262","0","3"
"18","福井県","18201","福井市","182010158001","経田一丁目","36.089261","136.222197","0","3"
"18","福井県","18201","福井市","182010158002","経田二丁目","36.089063","136.218065","0","3"
"18","福井県","18201","福井市","182010159000","木米町","36.096776","136.146116","0","1"
"18","福井県","18201","福井市","182010160000","久喜津町","36.05136","136.173149","0","1"
"18","福井県","18201","福井市","182010161000","串野町","36.140604","136.133197","0","1"
"18","福井県","18201","福井市","182010162000","国見町","36.094023","136.072273","0","1"
"18","福井県","18201","福井市","182010163000","国見元町","36.083808","136.076794","0","1"
"18","福井県","18201","福井市","182010164000","国山町","36.055217","136.043384","0","1"
"18","福井県","18201","福井市","182010165000","蔵作町","35.982818","136.348553","0","1"
"18","福井県","18201","福井市","182010166010","グリーンハイツ十丁目","36.038681","136.168797","0","3"
"18","福井県","18201","福井市","182010166001","グリーンハイツ一丁目","36.045721","136.159218","0","3"
"18","福井県","18201","福井市","182010166002","グリーンハイツ二丁目","36.045245","136.157509","0","3"
"18","福井県","18201","福井市","182010166003","グリーンハイツ三丁目","36.045104","136.163774","0","3"
"18","福井県","18201","福井市","182010166004","グリーンハイツ四丁目","36.044239","136.163812","0","3"
"18","福井県","18201","福井市","182010166005","グリーンハイツ五丁目","36.041866","136.164836","0","3"
"18","福井県","18201","福井市","182010166006","グリーンハイツ六丁目","36.04251","136.166049","0","3"
"18","福井県","18201","福井市","182010166007","グリーンハイツ七丁目","36.041153","136.166399","0","3"
"18","福井県","18201","福井市","182010166008","グリーンハイツ八丁目","36.041257","136.16889","0","3"
"18","福井県","18201","福井市","182010166009","グリーンハイツ九丁目","36.040341","136.167411","0","3"
"18","福井県","18201","福井市","182010167000","栗森町","36.118158","136.241005","0","1"
"18","福井県","18201","福井市","182010168000","栗森町浜","36.115282","136.241162","0","1"
"18","福井県","18201","福井市","182010169000","黒丸城町","36.151097","136.156355","0","1"
"18","福井県","18201","福井市","182010170000","黒丸町","36.105605","136.185452","0","1"
"18","福井県","18201","福井市","182010171001","下馬一丁目","36.043811","136.239304","0","3"
"18","福井県","18201","福井市","182010171002","下馬二丁目","36.042009","136.23698","0","3"
"18","福井県","18201","福井市","182010171003","下馬三丁目","36.040036","136.233857","0","3"
"18","福井県","18201","福井市","182010172000","下馬町","36.039131","136.240878","0","1"
"18","福井県","18201","福井市","182010173001","毛矢一丁目","36.057689","136.216243","0","3"
"18","福井県","18201","福井市","182010173002","毛矢二丁目","36.058326","136.214615","0","3"
"18","福井県","18201","福井市","182010173003","毛矢三丁目","36.056529","136.211914","0","3"
"18","福井県","18201","福井市","182010174000","玄正島町","36.088079","136.279443","0","1"
"18","福井県","18201","福井市","182010175000","堅達町","36.072473","136.275731","0","1"
"18","福井県","18201","福井市","182010176001","乾徳一丁目","36.07246","136.21158","0","3"
"18","福井県","18201","福井市","182010176002","乾徳二丁目","36.07253","136.209688","0","3"
"18","福井県","18201","福井市","182010176003","乾徳三丁目","36.072669","136.207812","0","3"
"18","福井県","18201","福井市","182010176004","乾徳四丁目","36.073012","136.205474","0","3"
"18","福井県","18201","福井市","182010177000","小稲津町","36.034121","136.242012","0","1"
"18","福井県","18201","福井市","182010178000","小宇坂島町","35.990566","136.362666","0","1"
"18","福井県","18201","福井市","182010179000","小宇坂町","35.992741","136.367545","0","1"
"18","福井県","18201","福井市","182010180000","合島町","36.038538","136.262328","0","1"
"18","福井県","18201","福井市","182010181000","河水町","36.052647","136.277108","0","1"
"18","福井県","18201","福井市","182010182000","合谷町","36.020655","136.183562","0","1"
"18","福井県","18201","福井市","182010183000","河内町","36.087575","136.116492","0","1"
"18","福井県","18201","福井市","182010184000","河増町","36.0609","136.25626","0","1"
"18","福井県","18201","福井市","182010185001","光陽一丁目","36.065875","136.202492","0","3"
"18","福井県","18201","福井市","182010185002","光陽二丁目","36.065873","136.1992","0","3"
"18","福井県","18201","福井市","182010185003","光陽三丁目","36.065868","136.196294","0","3"
"18","福井県","18201","福井市","182010185004","光陽四丁目","36.066366","136.193364","0","3"
"18","福井県","18201","福井市","182010186000","郡町","36.103078","136.194797","0","1"
"18","福井県","18201","福井市","182010187000","甑谷町","36.001921","136.142813","0","1"
"18","福井県","18201","福井市","182010188000","小尉町","36.157547","136.157883","0","1"
"18","福井県","18201","福井市","182010189000","御所垣内町","36.132842","136.167709","0","1"
"18","福井県","18201","福井市","182010190000","五太子町","36.070391","136.065025","0","1"
"18","福井県","18201","福井市","182010191000","小丹生町","36.06427","136.028657","0","1"
"18","福井県","18201","福井市","182010192000","小野町","36.137539","136.12838","0","1"
"18","福井県","18201","福井市","182010193000","御油町","36.018535","136.150951","0","1"
"18","福井県","18201","福井市","182010194000","小和清水町","36.009393","136.345845","0","1"
"18","福井県","18201","福井市","182010195000","小幡町","36.147767","136.121588","0","1"
"18","福井県","18201","福井市","182010196000","境寺町","36.001557","136.372237","0","1"
"18","福井県","18201","福井市","182010197000","栄町","36.109736","136.223641","0","1"
"18","福井県","18201","福井市","182010198000","坂下町","36.069253","136.27791","0","1"
"18","福井県","18201","福井市","182010199000","笹谷町","36.017182","136.095728","0","1"
"18","福井県","18201","福井市","182010200000","定正町","36.119219","136.224755","0","1"
"18","福井県","18201","福井市","182010201000","里別所新町","36.088389","136.198092","0","1"
"18","福井県","18201","福井市","182010202000","里別所町","36.08781","136.194209","0","1"
"18","福井県","18201","福井市","182010203000","左内町","36.05963","136.213074","0","1"
"18","福井県","18201","福井市","182010204000","佐野町","36.136111","136.141079","0","1"
"18","福井県","18201","福井市","182010205001","三郎丸一丁目","36.077552","136.19304","0","3"
"18","福井県","18201","福井市","182010205002","三郎丸二丁目","36.078627","136.191726","0","3"
"18","福井県","18201","福井市","182010205003","三郎丸三丁目","36.082484","136.193966","0","3"
"18","福井県","18201","福井市","182010205004","三郎丸四丁目","36.083278","136.194147","0","3"
"18","福井県","18201","福井市","182010206000","三郎丸町","36.080372","136.184046","0","1"
"18","福井県","18201","福井市","182010207000","更毛町","36.057393","136.112427","0","1"
"18","福井県","18201","福井市","182010208000","皿谷町","36.027869","136.432938","0","1"
"18","福井県","18201","福井市","182010209000","三十八社町","35.998679","136.190604","0","1"
"18","福井県","18201","福井市","182010210000","三本木町","35.987693","136.207088","0","1"
"18","福井県","18201","福井市","182010211000","三万谷町","36.004912","136.315165","0","1"
"18","福井県","18201","福井市","182010212001","志比口一丁目","36.069321","136.233733","0","3"
"18","福井県","18201","福井市","182010212002","志比口二丁目","36.071","136.237787","0","3"
"18","福井県","18201","福井市","182010212003","志比口三丁目","36.072539","136.236016","0","3"
"18","福井県","18201","福井市","182010213000","宿布町","36.017757","136.307193","0","1"
"18","福井県","18201","福井市","182010214000","重立町","36.081239","136.286146","0","1"
"18","福井県","18201","福井市","182010215000","四十谷町","36.105812","136.168951","0","1"
"18","福井県","18201","福井市","182010216001","志津が丘一丁目","36.01777","136.122184","0","3"
"18","福井県","18201","福井市","182010216002","志津が丘二丁目","36.01716","136.123421","0","3"
"18","福井県","18201","福井市","182010216003","志津が丘三丁目","36.014409","136.119761","0","3"
"18","福井県","18201","福井市","182010216004","志津が丘四丁目","36.013091","136.121075","0","3"
"18","福井県","18201","福井市","182010217000","品ケ瀬町","36.005144","136.362896","0","1"
"18","福井県","18201","福井市","182010218000","篠尾町","36.034518","136.296019","0","1"
"18","福井県","18201","福井市","182010219000","島寺町","36.021941","136.145346","0","1"
"18","福井県","18201","福井市","182010220000","島橋町","36.089178","136.276843","0","1"
"18","福井県","18201","福井市","182010221000","島山梨子町","36.13424","136.16343","0","1"
"18","福井県","18201","福井市","182010222000","清水杉谷町","36.032661","136.155772","0","1"
"18","福井県","18201","福井市","182010223000","清水平町","36.09895","136.110869","0","1"
"18","福井県","18201","福井市","182010224000","清水町","36.057961","136.16081","0","1"
"18","福井県","18201","福井市","182010225000","清水畑町","36.035308","136.09405","0","1"
"18","福井県","18201","福井市","182010226000","清水山町","36.009521","136.159369","0","1"
"18","福井県","18201","福井市","182010227000","下莇生田町","36.026013","136.222207","0","1"
"18","福井県","18201","福井市","182010228000","下荒井町","36.025193","136.207567","0","1"
"18","福井県","18201","福井市","182010229000","下一光町","36.058513","136.06682","0","1"
"18","福井県","18201","福井市","182010230000","下市町","36.077514","136.17824","0","1"
"18","福井県","18201","福井市","182010231000","下江尻町","35.992248","136.192786","0","1"
"18","福井県","18201","福井市","182010232000","下江守町","36.039535","136.179733","0","1"
"18","福井県","18201","福井市","182010233000","下河北町","36.017717","136.220868","0","1"
"18","福井県","18201","福井市","182010234000","下天下町","36.041256","136.142167","0","1"
"18","福井県","18201","福井市","182010235000","下東郷町","36.020069","136.262001","0","1"
"18","福井県","18201","福井市","182010236000","下中町","36.076133","136.258441","0","1"
"18","福井県","18201","福井市","182010237000","下毘沙門町","36.022998","136.267463","0","1"
"18","福井県","18201","福井市","182010238000","下細江町","36.019432","136.242656","0","1"
"18","福井県","18201","福井市","182010239000","下森田桜町","36.110801","136.227483","0","1"
"18","福井県","18201","福井市","182010240000","下森田新町","36.107493","136.230783","0","1"
"18","福井県","18201","福井市","182010241000","下森田町","36.111343","136.226424","0","1"
"18","福井県","18201","福井市","182010242000","下森田藤巻町","36.109484","136.227237","0","1"
"18","福井県","18201","福井市","182010243000","下森田本町","36.108213","136.226258","0","1"
"18","福井県","18201","福井市","182010244000","下六条町","36.031869","136.232512","0","1"
"18","福井県","18201","福井市","182010245000","宿堂町","36.031602","136.059932","0","1"
"18","福井県","18201","福井市","182010246001","順化一丁目","36.064831","136.216288","0","3"
"18","福井県","18201","福井市","182010246002","順化二丁目","36.065403","136.213639","0","3"
"18","福井県","18201","福井市","182010247000","成願寺町","36.030445","136.277469","0","1"
"18","福井県","18201","福井市","182010248000","浄教寺町","35.978962","136.30866","0","1"
"18","福井県","18201","福井市","182010249000","小路町","36.014896","136.278088","0","1"
"18","福井県","18201","福井市","182010250001","城東一丁目","36.061332","136.232576","0","3"
"18","福井県","18201","福井市","182010250002","城東二丁目","36.061556","136.23588","0","3"
"18","福井県","18201","福井市","182010250003","城東三丁目","36.061306","136.238777","0","3"
"18","福井県","18201","福井市","182010250004","城東四丁目","36.058564","136.238096","0","3"
"18","福井県","18201","福井市","182010251000","浄土寺町","36.138273","136.154495","0","1"
"18","福井県","18201","福井市","182010252000","生野町","35.987886","136.214349","0","1"
"18","福井県","18201","福井市","182010253000","菖蒲谷町","36.150446","136.140424","0","1"
"18","福井県","18201","福井市","182010254000","昭和新町","36.161489","136.156498","0","1"
"18","福井県","18201","福井市","182010255000","白方町","36.161908","136.115608","0","1"
"18","福井県","18201","福井市","182010256000","白滝町","36.037679","136.075088","0","1"
"18","福井県","18201","福井市","182010257000","白浜町","36.081261","136.030079","0","1"
"18","福井県","18201","福井市","182010258000","城有町","35.990035","135.990971","0","1"
